migration_action,repo_target,source_path,sha256,size_bytes,status,size_risk,reason,final_decision
ARCHIVE,figures/publication/Janus_MoSSe_PublicationFigure_SI_v4.docx,janus_n18_publication_figures/Janus_MoSSe_PublicationFigure_SI_v4.docx,04a5753b71bad758080496410969da740673a50b442fb50ed268a9257ad52f91,50606,LEGACY,OK,"Superseded draft/config/output retained for provenance, not current authority.",APPROVED
ARCHIVE,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/config/production.json,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/config/production.json,655c8eeef01037846dead3fe33349fe9314ef5f9c035596e7c71100876256239,3319,LEGACY,OK,"Superseded draft/config/output retained for provenance, not current authority.",APPROVED
ARCHIVE,submission/acs-nano/cover-letter/ACS_Nano_Cover_Letter_DRAFT.docx,janus_n19_acs_submission/cover_letter/ACS_Nano_Cover_Letter_DRAFT.docx,7f152f4022b253e6b50b26747d9b0488be932e21a753397b8dd344888afc3c63,37932,LEGACY,OK,"Superseded draft/config/output retained for provenance, not current authority.",APPROVED
ARCHIVE,submission/acs-nano/qa/ACS_Nano_Initial_Submission_Manuscript_preQA.docx,janus_n19_acs_submission/qa/ACS_Nano_Initial_Submission_Manuscript_preQA.docx,052f8b0c128063a4b15f6e9e99f31dbc40b9931133347362108645b59fb18652,4354689,LEGACY,OK,"Superseded draft/config/output retained for provenance, not current authority.",APPROVED
KEEP,figures/publication/Janus_MoSSe_PublicationFigure_Manuscript_v7.docx,janus_n18_publication_figures/Janus_MoSSe_PublicationFigure_Manuscript_v7.docx,1478d9c305ce054090c018265dd48cc4a7623c1a4767508462980eee81251b0a,4353860,CURRENT,OK,Current submission/publication authority or current QA record.,APPROVED
KEEP,figures/publication/README_ARTWORK_HANDOFF.md,janus_n18_publication_figures/README_ARTWORK_HANDOFF.md,79e5f38ff540a9627c95993d86b01830cdaecf8b6906564045464bd42f733e9d,839,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/SHA256SUMS.txt,janus_n18_publication_figures/SHA256SUMS.txt,b7e48b3dd9a1ca302b90b26e8329cf0a98b32c2999d4a75d14efa90b4ece7bc9,4437,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-01.json,janus_n18_publication_figures/manifests/FIG-01.json,0d032520b419ac5fa684d49877991fb05f1bb316ec3143b1e087fa42766d39e3,3780,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-02.json,janus_n18_publication_figures/manifests/FIG-02.json,bd199d45202d3e9b6fbe1a69c3100fda18610924c4638d566fdde84f97a93985,3932,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-03.json,janus_n18_publication_figures/manifests/FIG-03.json,e6d2426399ab9a900a25d8d154a3b25c46762052bd1b665a00b41a8f7872c8be,3606,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-04.json,janus_n18_publication_figures/manifests/FIG-04.json,6a24ccac84fd0d5025e47b127035182015dda0a7c4d53f9990206d7e10d11935,3759,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-05.json,janus_n18_publication_figures/manifests/FIG-05.json,56a3a0c384a7f70620fb601e07bc3661c7fd890a48869afc6621dba4533ea16b,3601,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/manifests/FIG-06.json,janus_n18_publication_figures/manifests/FIG-06.json,4cd68c879b3ff39b4c825c98d0a08ea81280a5e26608151ec6494a34ea03961c,4136,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/qa/ACS_NANO_FIGURE_SET_PREFLIGHT.md,janus_n18_publication_figures/qa/ACS_NANO_FIGURE_SET_PREFLIGHT.md,29ec9adf03e601499b3ec63ac8ec09def9970e94d825e333b29a4cb4dffece32,3723,CURRENT,OK,Current submission/publication authority or current QA record.,APPROVED
KEEP,figures/publication/qa/FIGURE_SET_QA_REGISTER.csv,janus_n18_publication_figures/qa/FIGURE_SET_QA_REGISTER.csv,1deb1d7d5506e5661887d73227136f4a139886b4f42caa50c0194491356f5a7a,3396,CURRENT,OK,Current submission/publication authority or current QA record.,APPROVED
KEEP,figures/publication/qa/N18_GATE_SUMMARY.json,janus_n18_publication_figures/qa/N18_GATE_SUMMARY.json,259b5ddb0a88c5ea782b482936fbbd89cd1cb4880826e1860befbb28ef8aafb3,1554,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/qa/N18_PUBLICATION_FIGURE_AUDIT_REPORT.md,janus_n18_publication_figures/qa/N18_PUBLICATION_FIGURE_AUDIT_REPORT.md,814c13cdd72248777ee47fe495b9151988eb351b0bd310c2baff9fb14e329899,4155,CURRENT,OK,Current submission/publication authority or current QA record.,APPROVED
KEEP,figures/publication/qa/manifest_audit.txt,janus_n18_publication_figures/qa/manifest_audit.txt,5c15d9cf1fa7dcc20fbf2dcc566e5190b9cd245f7c1c7d6f22a22bd789d565df,174,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/source/audit_figure_manifest.py,janus_n18_publication_figures/source/audit_figure_manifest.py,fe5f33168c3803e72bdf6c57f3959a6ea065430ea75a9e2a290d91cc3ab8da13,5947,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,figures/publication/source/make_publication_figures.py,janus_n18_publication_figures/source/make_publication_figures.py,5f996a0a2694395d42996a0d285dffd15d352d638fe4b6f1a78e7f231ec7713e,17235,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,provenance/source-inputs/Janus_mechanical_rectification_v18_CompactMain_FigureAuditCorrected(2).pdf,Janus_mechanical_rectification_v18_CompactMain_FigureAuditCorrected(2).pdf,ffafbc12d150c1f42e5c1e2f5b63709c63864455a89c0580db285965504ffb97,1394733,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,provenance/source-inputs/MoSSe_2H_GSFE_inversion_linecut.png,MoSSe_2H_GSFE_inversion_linecut.png,bcddbfbb18b97585b1885ee42877e12095934fb810e7097296287cde3414c0bb,118506,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,provenance/source-inputs/MoSSe_2H_GSFE_reconstruction.png,MoSSe_2H_GSFE_reconstruction.png,b2c796e4aadf92b060b4e4c82011feb3c8ec9eb9cab230d67441927ebe5c34d6,213722,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,provenance/source-inputs/붙여넣은 텍스트 (1)(7).txt,붙여넣은 텍스트 (1)(7).txt,1e213e7a4a0c32e81b91469223df2c1a2269d73be10ab1a1c4dc4686556032b6,24242,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/ENVIRONMENT.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/ENVIRONMENT.md,11879bf9bed82c5a7ca7e80b5868f9f62aacdf24438292b41e9b31446b116942,517,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/README.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/README.md,379f04b29da8c6e4e486890185cb357dcb09bb30e7cdd9494ab9a4b4748cc452,1526,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/RUNNING_AUDITS.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/RUNNING_AUDITS.md,86f38cbec12e0c34b9638525ba189ec82a16647879ee41746c99d122ac459d04,550,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/SHA256SUMS.txt,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/SHA256SUMS.txt,99a0b783221b0024790844cbcc7dfee783a56ef205d23ce1ac66dba004634748,13006,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/asymmetry_global_check.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/asymmetry_global_check.py,8f519e4b2fbd0dbf9d1659ba27c6d832e947a34d8c96f48cc113a3568fbf8bc1,1532,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/branch_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/branch_audit.py,c29a6d2983ec9e50eb81a855018c084bc60a63cde414babffd502332aeaf7967,4897,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/edge_weight_ground_switch.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/edge_weight_ground_switch.py,1679b252671d84884a2a4a25b63b61498b62f3a7d77e05d39f456ffdbccca7bc,1443,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/edge_weight_sensitivity.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/edge_weight_sensitivity.py,51c683f848369352351818594b91e9bbe5fb7718d464e3bfbfbfd27d6799758d,2567,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/floquet_conditioning_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/floquet_conditioning_audit.py,8ec21b53e8081f242ab249a5c911338055acbd766f84d69698f6507c90990d60,3367,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/make_resolved_figures.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/make_resolved_figures.py,4cbc229a21f49a5c947fcf2ed2cfd81ec1dbf68f8a1f9f9bdbb05f92f4e2ea53,11731,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/matched_symmetry_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/matched_symmetry_audit.py,f8f93a3a2aabfe771af0efaef102483ecff0de61a58ed5f0c2312b6089aa5b6b,6911,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/matched_symmetry_final.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/matched_symmetry_final.py,8f063bb649d87dd8916ce8d84eaac5c73e65e2986456c1baca4932d0e2a3e82c,1752,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/resolve_branch_topology.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/resolve_branch_topology.py,6058c7d2b56959e98eb5b954a5ed4616f30024996e5ab963521146d6644f5fc1,3644,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/shape_scaling_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/shape_scaling_audit.py,cfde0bcd4a006e03c37608d19035ac95320299a88136c00c7c368b8d77a5ee1c,3338,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/thermal_cluster_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/thermal_cluster_audit.py,8eac340b189490c273d3211664608eef4bec8aa1fe5d80d13e4a69660e636470,7232,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/triangle_branch_audit.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/triangle_branch_audit.py,769d45772e8188e3eba280e222b785a0c1445b8a1b3e7a66d556841fb69a8ae6,3204,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/triangle_ground_switch.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/triangle_ground_switch.py,c3211a2020414a0984c2dd642ad09367cb803e91c3165ba771f134565fe9423c,2775,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/vector_mode_map.py,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/audit_scripts/vector_mode_map.py,43c8229a9b1edd499f89686b306cecfcbea5e949e4d396ced24247476a4dd9ec,3067,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/config/canonical_unguided.json,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/config/canonical_unguided.json,7360c00cf0f60c3a800dbc74629dd811a2335109dc804980f35556430423e2be,2234,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/CANONICAL_BASELINE_DEPENDENCY.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/CANONICAL_BASELINE_DEPENDENCY.csv,3921a9facbecb0f198c14b0fa559fa338f2fe41c76e0353a18dd51dba5308632,1755,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/asymmetry_global_check.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/asymmetry_global_check.csv,63ab8ddda974801d45062cb1772d10bddd2d03d5c09a2563ea904edd855b10e3,708,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_shape_branch_connectivity.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_shape_branch_connectivity.csv,c254d5a74f03cbdef7f09a4c64011348db06274f9bdf408b1fd2765dd0449ab6,24171,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_shape_prepared_endpoint_check.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_shape_prepared_endpoint_check.csv,a5e11bc3971114368b191b8fdfe49cdcb652875268449c84a984e26b551173e4,4901,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_triangle_stationary_check.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/baseline_triangle_stationary_check.csv,ad0b14d854265ac7a0d390b2759509357537ad661035ebbe4abe79e8b17669e4,1385,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_family_continuation.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_family_continuation.csv,02415c64857c93945889fff43a78f678ae2a8aaadd4fe8100a23d637fbb59764,9659,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_family_summary.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_family_summary.csv,0871709658d8ca369dd21a0584bf590c1cf2a8e2efc260f80b244255602d7d6d,2573,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_followed_thresholds.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/branch_followed_thresholds.csv,80207e27baa7feb317dd95891d99435d2a57a7bd5a737eeb7e5a0d2c4d292603,1756,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/edge_weight_ground_switch.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/edge_weight_ground_switch.csv,f3a8d30d4a46550eae49d4056d2795875430d6803f76a1742eee90d151e0070a,334,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/floquet_conditioning_check.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/floquet_conditioning_check.csv,2d9ea344f79c7a3b7f8b1ee23477311a1dee0c59eb42915220b72afb898d214d,560,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/free_cusp_like_point.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/free_cusp_like_point.csv,5e67c8c59e9d883997f506aa67bc2fa9353d984355cd8b7e6bde81c1655dd33e,301,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/free_fold_nondegeneracy.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/free_fold_nondegeneracy.csv,7b3a007338abbe2aca3cf8b482c056a4a48f09b8404ee03407fc4f0750e83607,118445,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/highT_dt_pairwise_z.csv,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/data/canonical/highT_dt_pairwise_z.csv,98bc5249229ea0d33c5929ad7a274742c98c325ac966ad3dc37c47301a27adc9,496,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact.",APPROVED
