F,ok,eigmin,grad,jump,direction,case
0.7,True,0.7836277022941521,5.73734849299179e-12,0.006159802968846806,plus,alt_elastic_literature
0.7999999999999999,True,0.7792457498907748,6.875973200914452e-12,0.006062528457724796,plus,alt_elastic_literature
0.8999999999999999,True,0.7745604132073288,8.221594482846002e-12,0.00597886431039418,plus,alt_elastic_literature
0.9999999999999999,True,0.7695430098512593,9.91951824364685e-12,0.0059076436949870165,plus,alt_elastic_literature
1.0999999999999999,True,0.7641574797789867,1.2015117958866055e-11,0.005847941287055703,plus,alt_elastic_literature
1.2,True,0.7583586945696144,1.4473757246289764e-11,0.00579903449829703,plus,alt_elastic_literature
1.3,True,0.7520901188109531,1.7016387436250155e-11,0.005760375232497232,plus,alt_elastic_literature
1.4000000000000001,True,0.7452805677873339,1.8943635770174846e-11,0.005731569835406602,plus,alt_elastic_literature
1.5000000000000002,True,0.7378396707827348,1.917030233879748e-11,0.0057123656912557675,plus,alt_elastic_literature
1.6000000000000003,True,0.7296514346069993,1.6959294442058207e-11,0.005702643497785434,plus,alt_elastic_literature
1.7000000000000004,True,0.7205649505252367,1.2950718437536954e-11,0.0057024147103986525,plus,alt_elastic_literature
1.8000000000000005,True,0.7103806962452103,8.76134079815384e-12,0.005711824048243535,plus,alt_elastic_literature
1.9000000000000006,True,0.6988298593288025,5.5788723260213025e-12,0.005731157356552303,plus,alt_elastic_literature
2.0000000000000004,True,0.6855422749811628,1.0349373350281605e-14,0.005760855583143767,plus,alt_elastic_literature
2.1000000000000005,True,0.6699951825096152,1.5274531670171398e-14,0.005801536246524732,plus,alt_elastic_literature
2.2000000000000006,True,0.6514285234757536,3.241488736653028e-14,0.0058540247371295815,plus,alt_elastic_literature
2.3000000000000007,True,0.6286996876791738,7.338560892203948e-14,0.005919399574409615,plus,alt_elastic_literature
2.400000000000001,True,0.600024562234474,1.7204510802040013e-13,0.005999059887236298,plus,alt_elastic_literature
2.500000000000001,True,0.5624983308116895,3.749959244826164e-13,0.0060948362121597995,plus,alt_elastic_literature
2.600000000000001,True,0.5111850279295653,7.146368784878959e-13,0.006209221151618133,plus,alt_elastic_literature
2.700000000000001,True,0.43740586900812345,1.682733990554626e-12,0.006346150818413837,plus,alt_elastic_literature
2.800000000000001,True,0.3258898438073751,8.076998016860378e-14,0.006516732151239218,plus,alt_elastic_literature
2.9000000000000012,True,0.1513522964789844,1.862699992588637e-11,0.006908483370250498,plus,alt_elastic_literature
3.0000000000000013,False,-0.11605212898081035,1.2831552523021695e-15,0.009899093194018244,plus,alt_elastic_literature
0.1,True,0.8044460702547557,3.878832768581593e-12,0.007407094807538749,minus,alt_elastic_literature
0.2,True,0.8015183037471476,3.8072652013872035e-12,0.007715874500696898,minus,alt_elastic_literature
0.30000000000000004,True,0.7982520306214694,3.819799695971848e-12,0.008081286669132442,minus,alt_elastic_literature
0.4,True,0.7945901277817065,3.926421035201985e-12,0.008519535884323765,minus,alt_elastic_literature
0.5,True,0.7904453027731062,4.161068148175903e-12,0.009054360308020287,minus,alt_elastic_literature
0.6,True,0.7856790397508848,4.58234463226935e-12,0.009722178327236783,minus,alt_elastic_literature
0.7,True,0.7800579535291456,5.293899889619197e-12,0.010582313278233349,minus,alt_elastic_literature
0.7999999999999999,True,0.7731520020287085,6.3488963254829035e-12,0.011739538382717426,minus,alt_elastic_literature
0.8999999999999999,True,0.7640531173423156,3.3672417989797606e-13,0.013401570678815939,minus,alt_elastic_literature
0.9999999999999999,True,0.7503574110525221,7.781707997209933e-13,0.016062077723540756,minus,alt_elastic_literature
1.0999999999999999,True,0.7219646840838408,2.1437722042839163e-11,0.021371712336570425,minus,alt_elastic_literature
1.2,False,-0.012554397449599528,0.004700685227796344,0.051412006533282026,minus,alt_elastic_literature
