shell,N,Theta,theta_deg,Fp,Fm,Fp_norm,Fm_norm,rho,hard_p,hard_m,res_p,res_m
6,127,17.0,1.5085060660073935,3.066398910333776,1.2567985774569843,0.879854554759064,0.8836782466056585,0.41857915072983015,13.505528287036107,22.086377252634943,2.321316938027108e-14,7.083744754888572e-14
6,127,18.0,1.597241716949005,3.015407414427735,1.2366191333325254,0.8652233533926298,0.8694897074704055,0.418338940529941,13.147465458231284,21.6045776135418,9.586504724325971e-15,1.8611571997755593e-14
6,127,19.0,1.6859773678906163,2.961557228879128,1.2152923926107702,0.8497718963529437,0.8544944829492677,0.418081806748278,12.7782894044449,21.104399729366115,1.4293554010104573e-15,6.56278501537033e-15
6,127,20.0,1.7747130188322278,2.904893643849041,1.1928314494847074,0.8335131789337307,0.838701779810703,0.41780796792580027,12.399281568596596,20.587133893009756,3.130127628172121e-14,2.7264611037215903e-14
6,127,21.0,1.863448669773839,2.845471955559661,1.1692527937113886,0.8164630675093193,0.822123192306853,0.4175178291245551,12.011723466730421,20.05408559025188,1.1770839956341345e-14,2.928451349787038e-14
6,127,22.0,1.9521843207154503,2.7833579504828094,1.1445765393257692,0.7986404384648658,0.8047728629864607,0.41721200172992284,11.61688812228569,19.506569749158324,1.1014964262150664e-15,1.6663142382332675e-14
6,127,23.0,2.0409199716570616,2.718628283436989,1.118826624178746,0.780067286685307,0.786667622993742,0.41689132452952327,11.216031683969206,18.945905251710123,1.919170138421053e-14,3.982413164298251e-14
6,127,24.0,2.129655622598673,2.651370750469717,1.092030977063917,0.7607688038546205,0.7678271095782927,0.4165568877997986,10.810385253594003,18.373409744248967,1.3882658674617385e-14,1.5165817000742844e-15
6,127,25.0,2.2183912735402846,2.5816844652410507,1.064221649601239,0.7407734290662805,0.7482738588249174,0.4162100635181749,10.401146890076578,17.790394778103096,2.943997808136931e-14,4.750618808639247e-15
6,127,26.0,2.307126924481896,2.509679960324485,1.0354349104852096,0.7201128778899446,0.7280333719212647,0.41585254739645766,9.989473646165276,17.198161306332146,2.9281361324700724e-15,1.3318880273481526e-14
6,127,27.0,2.3958625754235072,2.4354792580313296,1.005711300174229,0.6988221626933859,0.7071341536109256,0.41548642357157534,9.576473280479487,16.597995556972656,3.2151078759081874e-15,6.031305769646113e-15
6,127,28.0,2.4845982263651187,2.359216003437212,0.9750956445896404,0.6769396308123395,0.6856077218254806,0.41511427393616707,9.16319482947111,15.991165297534657,2.047610988822414e-14,1.460813720720627e-15
6,127,29.0,2.5733338773067302,2.2810358662072048,0.9436370269006352,0.6545070798478524,0.6634885878459473,0.41473938090434526,8.750616125889378,15.37891649985848,6.346450681956563e-15,5.201136333847919e-14
6,127,30.0,2.6620695282483413,2.2010977322367227,0.9113887169878272,0.6315700995887468,0.6408142067073186,0.4143661462591157,8.339623312793368,14.762470408851177,3.830427020809838e-15,5.602966752743149e-14
7,169,0.0,0.0,3.4851202323700723,1.4222355051564721,1.0,1.0,0.4203658421252656,16.820108412143277,26.412876826421353,1.7838401791723786e-15,5.988270375482281e-14
7,169,1.0,0.07692307692307693,3.4836894220247303,1.4216700345628366,0.9995894516544788,0.9996024072021931,0.4203605068518967,16.807435262268733,26.396730518437757,4.14137218339991e-15,4.392416698327145e-14
7,169,2.0,0.15384615384615385,3.479395605006804,1.4199731240565934,0.9983574089323813,0.9984092781457949,0.4203444555486451,16.769468468941795,26.348342890201828,3.587138589186209e-14,2.104116282470161e-14
7,169,3.0,0.23076923076923078,3.47223468470186,1.4171432966182913,0.9963026963751407,0.9964195743112034,0.42031755285335626,16.706365673645777,26.267867472719132,3.724842650600663e-14,8.201441052374979e-14
